celltype,gene,adj_p_val,lfc
Exc,LAMC1,6.50E-35,0.011872197
Exc,RP11-286N22.8,6.43E-35,-0.008706425
Exc,NPLOC4,6.37E-35,0.080773633
Exc,AVPI1,6.37E-35,-0.470073444
Exc,WDR43,6.33E-35,-0.024212782
Exc,SPNS2,6.15E-35,-0.018794323
Exc,NIF3L1,6.08E-35,-0.524425271
Exc,LRRC37B,5.92E-35,0.040826193
Exc,FLNB,5.90E-35,-0.012549798
Exc,SLC12A6,5.83E-35,-0.049756698
Exc,RNF114,5.70E-35,-0.06085969
Exc,TEX9,5.56E-35,-0.148976896
Exc,PEX10,5.49E-35,-0.384113705
Exc,ISG20L2,5.34E-35,-0.4135541
Exc,GRIK4,5.30E-35,0.058320767
Exc,ARNT,5.28E-35,-0.073403532
Exc,AGAP1,5.09E-35,-0.022879281
Exc,TRIT1,5.02E-35,-0.124479853
Exc,NDUFC1,5.02E-35,-0.300180541
Exc,CASC3,5.00E-35,0.042629763
Exc,CUL2,4.99E-35,-0.057892018
Exc,VRK1,4.70E-35,-0.085582456
Exc,TTI1,4.66E-35,-0.184914078
Exc,L3MBTL2,4.61E-35,-0.152976486
Exc,MRPS10,4.58E-35,-0.271599326
Exc,BCAT1,4.55E-35,-0.193391
Exc,SLC20A1,4.42E-35,-0.114433042
Exc,MYL6B,4.33E-35,-0.153591062
Exc,PPDPF,4.31E-35,0.047402466
Exc,SLC25A45,4.11E-35,-0.627547213
Exc,GALNT13,4.05E-35,0.03962398
Exc,ZCCHC2,4.03E-35,0.033591052
Exc,LRRC47,4.01E-35,-0.139056762
Exc,VRK3,3.92E-35,-0.20722834
Exc,GNAI1,3.89E-35,0.009995268
Exc,RDX,3.63E-35,-0.069657713
Exc,WASF3,3.54E-35,-0.102077292
Exc,COPS3,3.41E-35,-0.099050603
Exc,MRPS12,3.40E-35,-0.445061415
Exc,ESF1,3.38E-35,0.072779475
Exc,STK38L,3.26E-35,0.009183989
Exc,PPP2R5B,3.22E-35,-0.064912214
Exc,PLGLB1,3.14E-35,-0.058124471
Exc,ANGPT2,2.98E-35,-0.747622201
Exc,FAM169A,2.84E-35,0.061083275
Exc,C5orf28,2.82E-35,-0.050420227
Exc,RNF220,2.78E-35,0.037739521
Exc,GTF3C6,2.77E-35,-0.504417911
Exc,CDC73,2.72E-35,-0.029248664
Exc,ADGRL3,2.64E-35,0.263335257
Exc,ZNF557,2.61E-35,-0.360972802
Exc,EXTL3,2.54E-35,0.055226824
Exc,PTPRA,2.48E-35,0.06517501
Exc,MTRF1L,2.45E-35,-0.326031796
Exc,MADCAM1,2.42E-35,-0.463071829
Exc,SUSD4,2.39E-35,0.103484668
Exc,RPL34,2.34E-35,-0.032504678
Exc,VTA1,2.30E-35,0.015869068
Exc,PACRGL,2.25E-35,-0.075833528
Exc,C11orf30,2.23E-35,0.047434668
Exc,ZNF197,2.17E-35,-0.164565651
Exc,MRPL45,2.15E-35,-0.126273177
Exc,FANCA,2.14E-35,-0.146286463
Exc,UBXN7,2.13E-35,-0.068745867
Exc,RSBN1,2.07E-35,-0.012382874
Exc,FAM200A,2.05E-35,-0.170802198
Exc,NTRK2,2.04E-35,-0.057909329
Exc,MGAT4C,1.96E-35,0.090686947
Exc,MRPS33,1.96E-35,-0.227730426
Exc,RHOA,1.95E-35,0.052952338
Exc,RAB27A,1.93E-35,-0.243474235
Exc,RPS18,1.91E-35,-0.085430506
Exc,KMT2C,1.89E-35,0.109745567
Exc,GABRA6,1.85E-35,-0.253013324
Exc,PPP1R14C,1.84E-35,-0.104512876
Exc,HERC3,1.79E-35,0.127354559
Exc,DBNL,1.78E-35,0.039451374
Exc,TIMM17B,1.76E-35,-0.298588545
Exc,MED17,1.68E-35,-0.045287272
Exc,PPP2R5C,1.63E-35,0.043069589
Exc,LHFPL4,1.63E-35,0.052628866
Exc,EP300,1.61E-35,0.079663011
Exc,CEP19,1.59E-35,-0.276013402
Exc,HSPB11,1.53E-35,-0.252309757
Exc,EIF2B5,1.52E-35,-0.01218347
Exc,SRGAP2C,1.52E-35,-0.02129023
Exc,TMEM219,1.50E-35,-0.048800912
Exc,INA,1.46E-35,-0.050845566
Exc,SURF6,1.45E-35,-0.541848597
Exc,PIGK,1.44E-35,-0.056632372
Exc,PVRL3,1.43E-35,0.089167527
Exc,SVIP,1.40E-35,-0.101850895
Exc,XPO7,1.37E-35,-0.01123412
Exc,RCC1,1.37E-35,-0.196467631
Exc,RNF214,1.36E-35,-0.192672271
Exc,SLC27A4,1.36E-35,-0.037060119
Exc,MTA3,1.32E-35,0.073291354
Exc,FAM222B,1.31E-35,0.048500349
Exc,UBP1,1.30E-35,0.062356614
Exc,SNAPC5,1.28E-35,-0.303320778
Exc,SLC8A2,1.28E-35,0.063873268
Exc,ZNF786,1.27E-35,-0.210174285
Exc,HTATIP2,1.25E-35,-0.333937243
Exc,JAM2,1.25E-35,-0.313036107
Exc,PEX1,1.22E-35,-0.013779178
Exc,RTN1,1.19E-35,-0.124392926
Exc,DOCK4,1.12E-35,0.016319634
Exc,WBP11,1.12E-35,-0.094628531
Exc,MSI2,1.08E-35,0.011849899
Exc,TUBE1,1.07E-35,-0.074492512
Exc,CEP104,1.03E-35,-0.094966318
Exc,CEP78,1.01E-35,-0.025261161
Exc,FADS3,1.00E-35,0.006587529
Exc,ZBTB20,9.62E-36,0.083856936
Exc,NSMCE1,9.62E-36,-0.476758312
Exc,B4GALT5,9.52E-36,0.022476441
Exc,TMEM59L,9.21E-36,0.004636728
Exc,OCA2,9.11E-36,-0.15898855
Exc,TMEM107,8.93E-36,-0.489987779
Exc,CEP295,8.84E-36,0.00582362
Exc,DUS2,8.60E-36,-0.409106744
Exc,NUP98,8.42E-36,0.0134152
Exc,PTPN9,8.35E-36,0.013527511
Exc,PPARGC1A,8.33E-36,0.025033409
Exc,CARS2,8.24E-36,0.031771237
Exc,MED15,8.24E-36,0.108829403
Exc,GUSB,8.19E-36,-0.260900726
Exc,B3GAT3,8.19E-36,-0.083962922
Exc,CCDC47,8.05E-36,-0.485325294
Exc,ZNF226,8.04E-36,-0.418192886
Exc,ANKRD42,7.87E-36,-0.159646974
Exc,ZDHHC11B,7.82E-36,0.091502643
Exc,ZNF138,7.76E-36,-0.098343716
Exc,PTPRO,7.44E-36,0.042959883
Exc,ARID1A,7.26E-36,0.021843817
Exc,BTBD8,7.15E-36,-0.307242285
Exc,KRT10,6.78E-36,-0.138546032
Exc,GTF2A1,6.57E-36,-0.017347382
Exc,FAT3,6.51E-36,4.23E-05
Exc,THYN1,6.44E-36,-0.327627783
Exc,JUN,6.33E-36,0.046716353
Exc,SYT14,6.27E-36,0.074248708
Exc,APRT,6.26E-36,-0.198918102
Exc,PAPOLG,6.10E-36,-0.226712246
Exc,CD2AP,5.94E-36,0.059465032
Exc,ELAVL4,5.79E-36,0.001385183
Exc,PCBD1,5.79E-36,-0.332697384
Exc,CAMK1,5.72E-36,-0.058427127
Exc,PPP2R2C,5.44E-36,0.026204709
Exc,TMTC1,5.41E-36,0.065759321
Exc,TMEM199,5.32E-36,-0.353354096
Exc,RP11-382A20.3,5.19E-36,-0.006871191
Exc,ICE1,5.18E-36,0.091805112
Exc,RMDN1,5.12E-36,-0.25426439
Exc,TMEM178B,5.06E-36,-0.024711967
Exc,ZUFSP,4.76E-36,-0.304999347
Exc,RNF19A,4.52E-36,0.067245269
Exc,ZNF189,4.50E-36,-0.095621183
Exc,ADD3,4.42E-36,0.084460323
Exc,SGPP2,4.39E-36,0.012463555
Exc,KIAA1191,4.07E-36,-0.172276217
Exc,GATAD1,4.05E-36,-0.360582391
Exc,PGAP2,4.01E-36,-0.163700009
Exc,UQCRC1,3.93E-36,0.00289885
Exc,CALR,3.82E-36,0.083789753
Exc,NUDT4,3.81E-36,0.022866249
Exc,RHD,3.78E-36,-0.616887439
Exc,TRIP4,3.75E-36,-0.007597405
Exc,PDS5B,3.61E-36,0.036296689
Exc,TMEM168,3.55E-36,-0.226205564
Exc,HEATR4,3.37E-36,-0.107235219
Exc,WWOX,3.24E-36,0.002660145
Exc,MAVS,3.17E-36,0.072489746
Exc,SRD5A1,3.13E-36,-0.228158378
Exc,PSMF1,3.13E-36,-0.05830493
Exc,PEAK1,3.12E-36,0.059336185
Exc,URI1,3.08E-36,-0.079766578
Exc,HSPA5,3.07E-36,-0.055236468
Exc,WDR44,3.06E-36,-0.062339793
Exc,GTF2F1,2.99E-36,-0.141082963
Exc,PRKAG2,2.90E-36,0.041606268
Exc,MIA3,2.87E-36,0.044884019
Exc,JUNB,2.87E-36,-0.352651824
Exc,ATP8B4,2.82E-36,-0.087646726
Exc,NUDCD3,2.80E-36,0.041575453
Exc,MECOM,2.68E-36,-0.284136852
Exc,TRMT11,2.51E-36,-0.046917346
Exc,LRRC9,2.49E-36,-0.138328529
Exc,TCTA,2.48E-36,-0.363129639
Exc,FAHD2B,2.35E-36,-0.259649178
Exc,CNST,2.33E-36,-0.027730231
Exc,MMP23B,2.31E-36,-0.274114903
Exc,NMNAT1,2.21E-36,-0.180910658
Exc,CHST15,2.13E-36,-0.026276423
Exc,HECTD2,2.00E-36,-0.005301596
Exc,ZNF583,2.00E-36,-0.039891739
Exc,STK25,1.96E-36,0.094511495
Exc,SNF8,1.95E-36,-0.127178126
Exc,HNRNPK,1.94E-36,-0.006223844
Exc,EIF3D,1.92E-36,-0.2439769
Exc,CMTM4,1.91E-36,0.06349513
Exc,SLX4IP,1.80E-36,-0.137867169
Exc,CDYL,1.72E-36,-0.09255927
Exc,SYNDIG1,1.71E-36,0.079490319
Exc,ZNF439,1.68E-36,-0.064017066
Exc,HIPK3,1.67E-36,-0.073796307
Exc,EAF2,1.66E-36,-0.345247953
Exc,PITPNC1,1.66E-36,-0.017637099
Exc,ARHGAP17,1.64E-36,-0.135854168
Exc,MFAP1,1.54E-36,-0.224850787
Exc,CLPX,1.53E-36,-0.067925307
Exc,TOR1AIP2,1.53E-36,-0.039292165
Exc,SERHL2,1.53E-36,-0.466258268
Exc,C20orf27,1.52E-36,-0.364357893
Exc,PTPRF,1.51E-36,0.150807191
Exc,BMP2K,1.38E-36,-0.20733398
Exc,MAST1,1.38E-36,0.044252369
Exc,ARRB2,1.36E-36,-0.108383426
Exc,ZDHHC20,1.32E-36,0.099779295
Exc,CCNT1,1.31E-36,-0.037998477
Exc,PLD1,1.29E-36,-0.325330835
Exc,SEMA5B,1.27E-36,-0.003433224
Exc,PCSK2,1.27E-36,0.004727404
Exc,HDHD3,1.25E-36,-0.427724028
Exc,CNBP,1.23E-36,-0.061435532
Exc,TMED9,1.22E-36,-0.181898037
Exc,TBP,1.13E-36,-0.26096001
Exc,KLHL23,1.12E-36,0.082702853
Exc,GPAA1,1.08E-36,-0.263058477
Exc,KCNQ3,1.08E-36,-0.041245885
Exc,AKIRIN1,1.01E-36,-0.030868444
Exc,TTC39B,9.91E-37,-0.01243607
Exc,C14orf166,9.76E-37,-0.297649575
Exc,ERO1B,9.45E-37,-0.112336082
Exc,UPP2,9.02E-37,0.042295085
Exc,EML1,8.65E-37,-0.017116196
Exc,LCOR,8.62E-37,0.084587393
Exc,NABP2,8.58E-37,-0.505342239
Exc,KIF6,8.50E-37,-0.237679068
Exc,EFCAB2,8.32E-37,0.088538286
Exc,USP40,8.19E-37,-0.208488221
Exc,PPP4R2,8.07E-37,0.025025738
Exc,CBR1,8.03E-37,-0.42960008
Exc,AGO1,7.84E-37,-0.090530402
Exc,ARFIP1,7.69E-37,0.036026572
Exc,SLC35F5,7.65E-37,-0.132953689
Exc,SMARCB1,7.62E-37,-0.098760355
Exc,CPSF6,7.49E-37,-0.015527104
Exc,NTMT1,7.47E-37,-0.495333357
Exc,PACSIN2,7.45E-37,-0.018838832
Exc,GTF2B,7.36E-37,-0.157574384
Exc,SON,7.34E-37,0.022445414
Exc,BCL2L1,7.10E-37,-0.129258308
Exc,SLC30A7,7.02E-37,-0.00904493
Exc,PLEKHA6,6.97E-37,0.084591459
Exc,DDAH1,6.85E-37,0.068860853
Exc,ELP6,6.74E-37,-0.389857345
Exc,CARF,6.64E-37,-0.281194687
Exc,C9orf85,6.63E-37,-0.227791097
Exc,ARL4C,6.43E-37,-0.173542522
Exc,HMGN5,6.32E-37,-0.235764484
Exc,PALM2-AKAP2,6.22E-37,-0.017539883
Exc,ZMYM2,6.14E-37,0.001754603
Exc,CCDC7,5.99E-37,-0.094201097
Exc,VIPAS39,5.95E-37,-0.274782099
Exc,FAM156A,5.78E-37,-0.342675005
Exc,SRPR,5.47E-37,-0.433649922
Exc,FUNDC1,5.37E-37,-0.442136134
Exc,ZNF430,5.33E-37,-0.187237098
Exc,PURA,5.26E-37,-0.004638159
Exc,EPB41L1,4.98E-37,-0.010240153
Exc,ASH2L,4.89E-37,0.012474643
Exc,DIDO1,4.68E-37,0.058561623
Exc,RDH13,4.63E-37,-0.345515669
Exc,PIK3CA,4.52E-37,0.050474951
Exc,ATG12,4.48E-37,-0.057511408
Exc,RING1,4.47E-37,0.054774794
Exc,PPT1,4.44E-37,-0.109850146
Exc,BACE1,4.36E-37,-0.049443351
Exc,SLC22A10,4.34E-37,-0.005516145
Exc,MRPL40,4.19E-37,-0.721403841
Exc,CNNM2,4.18E-37,0.061494195
Exc,PKP4,4.15E-37,0.015947546
Exc,SLC7A6OS,4.12E-37,-0.424131296
Exc,SLC12A5,3.93E-37,-0.017647873
Exc,C4orf27,3.88E-37,-0.135744609
Exc,BRD3,3.74E-37,-0.040506928
Exc,SERINC5,3.62E-37,-0.023335201
Exc,TGFBR3L,3.45E-37,-0.206198366
Exc,YWHAZ,3.45E-37,-0.024175751
Exc,TPRG1L,3.40E-37,-0.013750527
Exc,MORC3,3.29E-37,-0.052550914
Exc,MYO19,3.22E-37,-0.220282907
Exc,UROD,3.22E-37,-0.255568509
Exc,SEC13,3.04E-37,-0.235819751
Exc,EIF4ENIF1,3.04E-37,-0.150823915
Exc,AASDH,2.95E-37,-0.096260954
Exc,DARS,2.86E-37,0.025231047
Exc,ASCC3,2.81E-37,0.061638998
Exc,ANKRD46,2.61E-37,-0.040734733
Exc,CNDP2,2.60E-37,-0.273514835
Exc,IFT52,2.59E-37,-0.106386261
Exc,MFN2,2.55E-37,-0.017599408
Exc,MYO9B,2.51E-37,0.020940753
Exc,IVD,2.45E-37,-0.082015501
Exc,CDC5L,2.43E-37,-0.039944935
Exc,PRTFDC1,2.42E-37,-0.246690521
Exc,IPCEF1,2.15E-37,-0.026782454
Exc,RALGPS2,2.14E-37,0.069284794
Exc,RAB6B,2.14E-37,-0.005265737
Exc,YPEL4,2.12E-37,-0.051717296
Exc,HHIP,2.10E-37,-0.386950642
Exc,PPP4R3B,2.07E-37,-0.064838738
Exc,MBTPS2,2.07E-37,-0.217484216
Exc,RNF213,2.05E-37,-0.265898267
Exc,KDM1B,2.01E-37,-0.156995791
Exc,ARL14EP,1.98E-37,-0.082000957
Exc,AAK1,1.95E-37,-0.026639339
Exc,SDC3,1.91E-37,-0.096369885
Exc,ZNF718,1.86E-37,-0.213858606
Exc,AGPAT5,1.79E-37,-0.135167603
Exc,EFR3A,1.79E-37,0.028611112
Exc,ZNF135,1.74E-37,-0.204276479
Exc,KITLG,1.72E-37,-0.026337807
Exc,DHRSX,1.71E-37,0.064982031
Exc,METTL8,1.71E-37,-0.107849988
Exc,RPRD1B,1.61E-37,-0.15370697
Exc,FN3KRP,1.56E-37,-0.407155029
Exc,SIPA1L2,1.56E-37,-0.11099504
Exc,PROS1,1.45E-37,-0.289771413
Exc,FAM102B,1.41E-37,-0.090673438
Exc,KCND3,1.39E-37,0.006856358
Exc,TIMMDC1,1.36E-37,-0.222367944
Exc,VPS4B,1.35E-37,-0.165905603
Exc,OGDHL,1.34E-37,-0.089280012
Exc,FRMD5,1.34E-37,-0.044906421
Exc,UBE3D,1.33E-37,0.11889546
Exc,CITED2,1.33E-37,-0.401252284
Exc,RCOR1,1.29E-37,-0.106144507
Exc,ZXDC,1.28E-37,0.018529568
Exc,FLRT2,1.26E-37,0.435170554
Exc,PSMD11,1.20E-37,0.043265997
Exc,SV2A,1.15E-37,-0.044458596
Exc,CEP89,1.15E-37,-0.056592612
Exc,EPHB2,1.11E-37,-0.053731818
Exc,PLEKHG1,1.10E-37,-0.172437263
Exc,FOXO3,1.09E-37,0.036076468
Exc,NSUN3,1.09E-37,-0.246053876
Exc,SLC25A17,1.07E-37,-0.20969472
Exc,GLRX,1.06E-37,-0.215850457
Exc,ELOVL6,1.02E-37,-0.015312077
Exc,ATP5SL,1.01E-37,-0.32694949
Exc,KDM5D,9.97E-38,-0.306222095
Exc,EPHA3,9.86E-38,-0.013188935
Exc,PSEN1,9.60E-38,0.006047383
Exc,CYB561D1,9.45E-38,-0.280733015
Exc,CERS4,9.45E-38,0.105643841
Exc,BEGAIN,8.89E-38,-0.02766964
Exc,PICK1,8.62E-38,-0.045437718
Exc,ENAH,8.22E-38,0.013838212
Exc,CCDC107,7.98E-38,-0.081793091
Exc,DPY19L3,7.90E-38,-0.277243358
Exc,EFTUD2,7.84E-38,-0.131253296
Exc,SAR1A,7.57E-38,-0.084051323
Exc,NLGN4Y,7.52E-38,0.067257406
Exc,RBAK-RBAKDN,7.49E-38,-0.037410519
Exc,ZNF224,7.45E-38,-0.204872624
Exc,FN3K,7.45E-38,-0.492973421
Exc,TBCC,7.40E-38,-0.320665409
Exc,LDLRAD3,7.40E-38,-0.006204419
Exc,SAFB,7.19E-38,-0.04889014
Exc,MCUR1,6.91E-38,-0.220270563
Exc,MAPK6,6.77E-38,-0.014160518
Exc,PARVB,6.73E-38,-0.159938194
Exc,LSM1,6.66E-38,-0.18477995
Exc,SLC39A9,6.28E-38,-0.141499943
Exc,FUCA2,6.22E-38,-0.60526493
Exc,KCNB1,6.20E-38,0.016272989
Exc,TTC9B,6.15E-38,-0.02620473
Exc,LIN7A,6.13E-38,0.096437127
Exc,RPRD2,5.53E-38,0.047833977
Exc,NR1H3,5.19E-38,-0.176603752
Exc,AOAH,5.09E-38,-0.294940696
Exc,SGIP1,4.97E-38,0.077603171
Exc,CACNB4,4.72E-38,-0.041074048
Exc,AP1S2,4.67E-38,-0.358709851
Exc,MPPED1,4.62E-38,0.071516262
Exc,CASC4,4.58E-38,0.018708336
Exc,FAM175B,4.56E-38,-0.232726415
Exc,UTP6,4.48E-38,-0.195595351
Exc,FSTL4,4.46E-38,0.009255615
Exc,KPNA5,4.41E-38,0.030047334
Exc,FBXL5,4.31E-38,0.036179631
Exc,CCDC191,4.27E-38,-0.186626624
Exc,CIT,4.26E-38,0.015492086
Exc,KBTBD12,4.18E-38,0.007325575
Exc,ZNF407,4.10E-38,0.045536952
Exc,INPP5A,4.09E-38,-0.039367197
Exc,MED12L,4.03E-38,0.033618798
Exc,OS9,3.87E-38,-0.064097697
Exc,TBC1D31,3.75E-38,-0.187249929
Exc,CDKL2,3.74E-38,-0.142897207
Exc,SENP7,3.60E-38,-0.03889404
Exc,ERCC1,3.51E-38,-0.069923324
Exc,ALDH5A1,3.51E-38,-0.171981005
Exc,PSMG3,3.45E-38,-0.359141082
Exc,ACP2,3.38E-38,-0.448360796
Exc,SNX19,3.34E-38,-0.157072767
Exc,RPL27,3.32E-38,-0.014212688
Exc,PGAP1,3.23E-38,-0.035568326
Exc,CYTH2,3.16E-38,-0.242091375
Exc,CLK4,3.11E-38,-0.054533359
Exc,MTMR1,3.11E-38,0.023963552
Exc,PEPD,3.09E-38,-0.178258229
Exc,RIMS3,3.06E-38,0.061559318
Exc,SIRT2,3.03E-38,0.174910214
Exc,FAM32A,2.99E-38,-0.32885286
Exc,GLO1,2.91E-38,-0.138698429
Exc,HSPA4L,2.88E-38,-0.093013397
Exc,TMEM147,2.88E-38,-0.339918293
Exc,ZNF213,2.86E-38,-0.265685528
Exc,ZC3H14,2.83E-38,0.058736729
Exc,SLIRP,2.82E-38,-0.188181715
Exc,TMEM243,2.79E-38,-0.28793009
Exc,CLHC1,2.77E-38,-0.197236111
Exc,NCR3LG1,2.77E-38,-0.204872335
Exc,NCK2,2.76E-38,-0.010532089
Exc,TMEM163,2.74E-38,-0.142489939
Exc,BCCIP,2.70E-38,-0.129495567
Exc,YTHDC1,2.69E-38,0.005421744
Exc,MBP,2.66E-38,0.068528372
Exc,IL12RB2,2.63E-38,-0.142577014
Exc,TNR,2.60E-38,0.081058397
Exc,BRD9,2.57E-38,-0.19827422
Exc,ACOX3,2.56E-38,-0.222057155
Exc,DNAJB11,2.55E-38,-0.273316671
Exc,RNF180,2.54E-38,0.048868027
Exc,TSEN54,2.51E-38,-0.193858934
Exc,BCL2L14,2.49E-38,-0.394685476
Exc,RBMX2,2.43E-38,-0.097454698
Exc,FSD1L,2.37E-38,0.019264239
Exc,POLE4,2.36E-38,-0.76792248
Exc,IGSF11,2.34E-38,0.118194463
Exc,PA2G4,2.33E-38,-0.300268838
Exc,SPDYE1,2.28E-38,-0.594441884
Exc,DSCAML1,2.28E-38,0.014943506
Exc,DCLRE1C,2.27E-38,-0.324742376
Exc,MARC2,2.26E-38,-0.043872946
Exc,PCDH19,2.24E-38,-0.045749939
Exc,ZHX3,2.18E-38,0.059349115
Exc,C1orf228,2.12E-38,-0.137756432
Exc,ZMYM5,2.11E-38,-0.110507221
Exc,MRPS18B,2.07E-38,-0.329997757
Exc,FBXO9,2.03E-38,0.042763152
Exc,ATAD1,2.00E-38,-0.017579604
Exc,CHD8,1.94E-38,0.05884919
Exc,SH3RF3,1.94E-38,-0.00034788
Exc,GPT2,1.93E-38,-0.154501431
Exc,GTF2H1,1.89E-38,-0.072055281
Exc,NFE2L1,1.87E-38,-0.083975519
Exc,ZNF33A,1.86E-38,-0.02799193
Exc,ATXN7,1.85E-38,0.079851334
Exc,ZNF586,1.79E-38,-0.005473756
Exc,CCDC138,1.79E-38,0.028829165
Exc,RNF10,1.77E-38,0.020449113
Exc,DCC,1.76E-38,-0.035435691
Exc,SAMD4A,1.74E-38,-0.137602528
Exc,HPS5,1.71E-38,-0.36513257
Exc,SPHKAP,1.69E-38,-0.288320535
Exc,TRMT13,1.68E-38,-0.237632132
Exc,MMP24,1.67E-38,-0.037273864
Exc,IRAK1BP1,1.64E-38,0.151477247
Exc,SORCS1,1.61E-38,-0.014398451
Exc,GPR107,1.60E-38,-0.040147728
Exc,RUBCN,1.57E-38,0.002926578
Exc,FRG1,1.56E-38,-0.200185703
Exc,CNOT2,1.56E-38,0.090017395
Exc,COPZ1,1.53E-38,-0.035836277
Exc,FRRS1L,1.51E-38,0.031464464
Exc,FAM120AOS,1.50E-38,-0.326517652
Exc,VGF,1.49E-38,-0.157353947
Exc,C2CD2L,1.40E-38,-0.159458644
Exc,PTPN13,1.35E-38,0.08245379
Exc,TIAM2,1.34E-38,0.081229584
Exc,SLC6A17,1.31E-38,0.045781106
Exc,KIAA0922,1.29E-38,0.038436743
Exc,GPR162,1.29E-38,-2.42E-05
Exc,PYURF,1.28E-38,-0.31763055
Exc,ZFC3H1,1.26E-38,0.054773514
Exc,TUBGCP4,1.26E-38,-0.153138128
Exc,KIF17,1.24E-38,-0.083192991
Exc,C3orf58,1.23E-38,-0.012239804
Exc,SNRPN,1.18E-38,0.002330696
Exc,C1orf35,1.16E-38,-0.124164193
Exc,NRCAM,1.16E-38,-0.087469131
Exc,SNRPB,1.10E-38,-0.365426564
Exc,ZFAND3,1.10E-38,0.006040879
Exc,HKR1,1.09E-38,-0.142185344
Exc,WIPI2,1.06E-38,0.034537351
Exc,XPNPEP1,1.01E-38,-0.16002217
Exc,XPO6,9.87E-39,0.06081774
Exc,BRI3,9.74E-39,-0.037041258
Exc,PTRH2,9.65E-39,-0.377930152
Exc,SF3B1,9.56E-39,0.00520643
Exc,MRPS31,9.55E-39,-0.112871159
Exc,PSMA3,9.28E-39,-0.216419812
Exc,ATIC,9.28E-39,-0.254030748
Exc,DNAJC6,9.05E-39,0.00995057
Exc,MRPL34,9.05E-39,-0.157759965
Exc,DHTKD1,8.78E-39,-0.100062315
Exc,SEC11A,8.77E-39,-0.230735401
Exc,PSMC5,8.67E-39,-0.252564728
Exc,FTCDNL1,8.44E-39,0.03388852
Exc,DGUOK,8.39E-39,-0.114338314
Exc,POLD3,8.28E-39,-0.02292855
Exc,BZW2,8.02E-39,0.063713418
Exc,NDN,7.96E-39,-0.118955844
Exc,MAN1C1,7.90E-39,0.078553002
Exc,PRPF31,7.85E-39,-0.047506524
Exc,PTPRR,7.75E-39,0.047922984
Exc,RBKS,7.62E-39,-0.350848623
Exc,ENDOD1,7.37E-39,-0.252803878
Exc,CPNE5,7.29E-39,0.101889878
Exc,DDX6,7.22E-39,-0.001896476
Exc,RITA1,7.03E-39,-0.333217825
Exc,GNL3,7.01E-39,-0.340259474
Exc,GLUD1,7.01E-39,0.030267644
Exc,PPIB,6.51E-39,-0.109644666
Exc,COMMD2,6.50E-39,-0.307498939
Exc,NOP10,6.43E-39,-0.404894069
Exc,GTF3C2,6.20E-39,-0.056326465
Exc,AHCTF1,6.09E-39,0.041849085
Exc,LINC01420,6.07E-39,0.076235492
Exc,SPATA33,5.90E-39,-0.442548439
Exc,CHP1,5.87E-39,-0.091853878
Exc,SRRM4,5.87E-39,0.018742038
Exc,CYB5R3,5.82E-39,-0.076746159
Exc,CSNK1D,5.63E-39,-0.089270215
Exc,CAMK2D,5.53E-39,-0.041888241
Exc,NOSIP,5.47E-39,-0.193438015
Exc,TSN,5.28E-39,-0.087977846
Exc,CDC42BPB,5.14E-39,0.113486841
Exc,BET1,5.10E-39,-0.341483589
Exc,GLRX2,4.92E-39,-0.583424683
Exc,TRPM2,4.78E-39,0.021248633
Exc,FMNL2,4.71E-39,-0.034980155
Exc,ELAVL2,4.69E-39,-0.006916309
Exc,LAMP2,4.60E-39,-0.105540945
Exc,PROSC,4.53E-39,-0.206753915
Exc,DPM2,4.47E-39,-0.105918502
Exc,MAN1A2,4.32E-39,0.060593163
Exc,TPBG,4.26E-39,-0.402229608
Exc,PLEKHG5,4.17E-39,-0.030061355
Exc,FBXL15,4.04E-39,-0.008354652
Exc,REEP3,3.99E-39,-0.012650134
Exc,CPT1C,3.93E-39,0.14214046
Exc,GLS,3.92E-39,-0.027122209
Exc,NR1H2,3.66E-39,-0.208735456
Exc,GLCCI1,3.65E-39,0.068989231
Exc,NOP58,3.65E-39,0.037858977
Exc,ERCC3,3.58E-39,-0.190113302
Exc,ZNF652,3.57E-39,0.015862449
Exc,ZNF529,3.52E-39,-0.035735527
Exc,GPR89A,3.52E-39,-0.176164605
Exc,NUB1,3.41E-39,-0.225929778
Exc,TRIM24,3.38E-39,-0.105164149
Exc,EPB41,3.29E-39,-0.018664801
Exc,PLA2R1,3.27E-39,-0.273660164
Exc,TIGAR,3.11E-39,-0.109831865
Exc,CA11,3.10E-39,0.050640654
Exc,ARL16,3.00E-39,-0.352596662
Exc,PRPSAP1,2.98E-39,-0.015630679
Exc,DENND5B,2.94E-39,-0.008138841
Exc,KIAA0753,2.86E-39,-0.066646086
Exc,AKT3,2.81E-39,-0.078779817
Exc,RPS6KA6,2.72E-39,-0.003583477
Exc,PRKD1,2.54E-39,0.045476015
Exc,PTRH1,2.48E-39,-0.570443975
Exc,CMC1,2.48E-39,-0.090777435
Exc,IQCE,2.44E-39,-0.111261762
Exc,ATP9A,2.44E-39,0.023485679
Exc,ZFYVE27,2.44E-39,-0.049767338
Exc,PPARGC1B,2.44E-39,-0.121501075
Exc,SSBP1,2.42E-39,-0.218382287
Exc,RNASEH2B,2.42E-39,-0.105473441
Exc,ATM,2.41E-39,0.059405363
Exc,STRN3,2.29E-39,0.016136574
Exc,GMPS,2.20E-39,-0.12652822
Exc,ELK4,2.15E-39,-0.178982151
Exc,ERCC4,2.01E-39,-0.198605518
